"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2015년 04월 03일","39,000","38,450","39,300","38,400","553.05K","1.43%"
"2015년 04월 02일","38,450","38,400","38,850","38,400","762.52K","-0.39%"
"2015년 04월 01일","38,600","39,500","39,500","38,500","693.93K","-1.78%"
"2015년 03월 31일","39,300","39,350","39,450","39,000","995.36K","1.16%"
"2015년 03월 30일","38,850","39,550","39,700","38,600","1.00M","1.44%"
"2015년 03월 29일","38,300","38,300","38,300","38,300","0.34K","0.00%"
"2015년 03월 27일","38,300","38,750","38,950","38,100","919.19K","-2.17%"
"2015년 03월 26일","39,150","38,400","39,150","38,050","1.28M","2.89%"
"2015년 03월 25일","38,050","38,550","38,750","38,000","1.20M","-2.19%"
"2015년 03월 24일","38,900","39,900","39,900","38,650","1.07M","-2.51%"
"2015년 03월 23일","39,900","40,000","40,400","39,250","673.14K","-0.25%"
"2015년 03월 22일","40,000","40,000","40,000","40,000","-","0.00%"
"2015년 03월 20일","40,000","39,650","40,000","39,400","1.10M","0.88%"
"2015년 03월 19일","39,650","39,000","40,000","38,500","1.48M","2.06%"
"2015년 03월 18일","38,850","39,000","39,000","38,500","731.40K","0.13%"
"2015년 03월 17일","38,800","38,150","39,000","37,900","966.34K","1.97%"
"2015년 03월 16일","38,050","38,150","38,450","37,750","554.82K","-0.39%"
"2015년 03월 13일","38,200","38,400","38,450","37,600","849.24K","0.13%"
"2015년 03월 12일","38,150","36,500","38,600","36,400","2.98M","4.09%"
"2015년 03월 11일","36,650","36,900","37,150","36,500","1.09M","-0.41%"
"2015년 03월 10일","36,800","36,850","37,050","36,800","381.17K","0.00%"
"2015년 03월 09일","36,800","36,750","37,100","36,550","517.17K","0.27%"
"2015년 03월 08일","36,700","36,700","36,700","36,700","1.45K","0.00%"
"2015년 03월 06일","36,700","37,600","37,650","36,600","1.09M","-1.87%"
"2015년 03월 05일","37,400","37,700","38,050","37,300","546.74K","-1.19%"
"2015년 03월 04일","37,850","37,700","38,150","37,650","503.26K","0.93%"
"2015년 03월 03일","37,500","37,850","38,050","37,500","971.25K","-0.27%"
"2015년 03월 02일","37,600","38,650","39,000","37,550","1.24M","-3.59%"
"2015년 03월 01일","39,000","39,000","39,000","39,000","0.05K","0.00%"
"2015년 02월 27일","39,000","39,400","39,650","38,800","926.03K","-1.76%"
"2015년 02월 26일","39,700","39,250","39,750","38,850","1.10M","1.28%"
"2015년 02월 25일","39,200","38,750","39,400","38,350","1.04M","1.16%"
"2015년 02월 24일","38,750","38,250","38,800","38,250","626.85K","0.26%"
"2015년 02월 23일","38,650","38,650","38,750","38,500","739.85K","1.18%"
"2015년 02월 22일","38,200","38,200","38,200","38,200","-","0.00%"
"2015년 02월 17일","38,200","37,300","38,200","37,300","615.10K","1.73%"
"2015년 02월 16일","37,550","37,800","37,900","37,250","302.76K","-0.27%"
"2015년 02월 15일","37,650","37,650","37,650","37,650","0.05K","0.00%"
"2015년 02월 13일","37,650","36,800","37,650","36,750","760.32K","2.31%"
"2015년 02월 12일","36,800","37,050","37,350","36,550","787.02K","-0.67%"
"2015년 02월 11일","37,050","37,400","37,600","36,850","959.51K","0.27%"
"2015년 02월 10일","36,950","37,050","37,200","36,350","670.85K","0.54%"
"2015년 02월 09일","36,750","37,500","37,500","36,450","700.44K","-2.00%"
"2015년 02월 08일","37,500","37,500","37,500","37,500","-","0.00%"
"2015년 02월 06일","37,500","36,600","37,500","36,450","957.39K","3.16%"
"2015년 02월 05일","36,350","37,800","38,050","36,000","1.72M","-4.59%"
"2015년 02월 04일","38,100","38,450","38,450","37,900","654.93K","0.40%"
"2015년 02월 03일","37,950","38,200","38,250","37,550","1.07M","2.02%"
"2015년 02월 02일","37,200","37,200","37,400","36,850","594.20K","1.09%"
"2015년 02월 01일","36,800","36,800","36,800","36,800","-","0.00%"
"2015년 01월 30일","36,800","37,300","37,400","36,650","1.19M","-0.67%"
"2015년 01월 29일","37,050","36,350","37,200","36,200","826.34K","1.51%"
"2015년 01월 28일","36,500","37,500","37,750","36,400","1.40M","-3.44%"
"2015년 01월 27일","37,800","38,650","38,700","37,650","685.36K","-1.05%"
"2015년 01월 26일","38,200","37,600","38,500","37,450","879.81K","2.00%"
"2015년 01월 25일","37,450","37,450","37,450","37,450","-","0.00%"
"2015년 01월 23일","37,450","37,900","38,250","37,200","684.51K","0.00%"
"2015년 01월 22일","37,450","37,350","37,500","36,900","583.03K","0.54%"
"2015년 01월 21일","37,250","37,150","37,300","36,650","621.72K","1.22%"
"2015년 01월 20일","36,800","36,600","37,050","36,600","516.63K","0.82%"
"2015년 01월 19일","36,500","35,900","37,050","35,900","949.70K","1.39%"
"2015년 01월 16일","36,000","36,550","36,600","35,650","886.32K","-1.50%"
"2015년 01월 15일","36,550","36,350","36,750","35,950","724.63K","-0.41%"
"2015년 01월 14일","36,700","35,900","36,800","35,750","881.07K","2.23%"
"2015년 01월 13일","35,900","35,700","36,250","35,550","482.48K","0.42%"
"2015년 01월 12일","35,750","36,500","36,700","35,450","1.21M","-2.99%"
"2015년 01월 11일","36,850","36,850","36,850","36,850","-","0.00%"
"2015년 01월 09일","36,850","36,900","37,250","36,650","811.19K","0.68%"
"2015년 01월 08일","36,600","35,000","36,750","34,900","1.53M","4.57%"
"2015년 01월 07일","35,000","35,000","35,350","34,800","673.41K","-0.85%"
"2015년 01월 06일","35,300","35,000","35,550","34,800","694.03K","-0.28%"
"2015년 01월 05일","35,400","36,000","36,300","35,300","947.62K","-1.67%"
"2015년 01월 04일","36,000","36,000","36,000","36,000","-","0.00%"
"2015년 01월 02일","36,000","36,150","36,500","35,800","787.60K","-0.41%"
"2015년 01월 01일","36,150","36,150","36,150","36,150","-","0.00%"
"2014년 12월 30일","36,150","37,650","37,650","36,050","1.11M","-3.21%"
"2014년 12월 29일","37,350","38,650","38,750","37,300","778.47K","-3.74%"
"2014년 12월 28일","38,800","38,800","38,800","38,800","-","0.00%"
"2014년 12월 26일","38,800","38,600","39,250","38,550","515.86K","0.00%"
"2014년 12월 25일","38,800","38,800","38,800","38,800","-","0.00%"
"2014년 12월 24일","38,800","37,650","38,800","37,550","622.62K","3.19%"
"2014년 12월 23일","37,600","37,850","37,900","37,450","733.74K","-0.53%"
"2014년 12월 22일","37,800","38,200","38,400","37,550","586.71K","-1.05%"
"2014년 12월 21일","38,200","38,200","38,200","38,200","-","0.00%"
"2014년 12월 19일","38,200","38,500","38,750","37,950","520.76K","0.66%"
"2014년 12월 18일","37,950","38,000","38,500","37,450","619.11K","0.93%"
"2014년 12월 17일","37,600","37,500","37,950","37,450","535.43K","-0.53%"
"2014년 12월 16일","37,800","37,300","38,000","37,000","732.76K","0.53%"
"2014년 12월 15일","37,600","37,700","37,900","37,200","908.33K","-2.21%"
"2014년 12월 12일","38,450","38,050","38,550","37,600","785.72K","1.05%"
"2014년 12월 11일","38,050","38,300","38,300","37,700","1.01M","-0.65%"
"2014년 12월 10일","38,300","38,400","39,000","38,150","923.89K","-1.92%"
"2014년 12월 09일","39,050","39,300","39,300","38,700","419.23K","-0.76%"
"2014년 12월 08일","39,350","39,100","39,350","39,000","566.39K","0.90%"
"2014년 12월 07일","39,000","39,000","39,000","39,000","-","0.00%"
"2014년 12월 05일","39,000","38,850","39,000","38,500","603.30K","0.00%"
"2014년 12월 04일","39,000","38,400","39,100","38,400","455.93K","1.56%"
"2014년 12월 03일","38,400","38,100","38,900","38,100","287.62K","0.26%"
"2014년 12월 02일","38,300","38,100","38,500","37,850","711.31K","-0.26%"
"2014년 12월 01일","38,400","38,250","38,550","38,200","804.62K","-1.29%"
"2014년 11월 28일","38,900","38,650","39,050","38,650","543.47K","-0.77%"
"2014년 11월 27일","39,200","39,500","39,600","38,850","565.40K","-1.63%"
"2014년 11월 26일","39,850","40,200","40,250","39,650","400.85K","-0.25%"
"2014년 11월 25일","39,950","40,000","40,250","39,700","1.04M","0.25%"
"2014년 11월 24일","39,850","39,900","39,950","39,600","664.22K","1.14%"
"2014년 11월 21일","39,400","39,500","39,700","39,150","457.91K","-0.88%"
"2014년 11월 20일","39,750","39,700","39,750","38,600","1.05M","-0.63%"
"2014년 11월 19일","40,000","39,350","40,100","39,200","755.16K","1.65%"
"2014년 11월 18일","39,350","39,750","39,750","39,050","834.16K","-1.01%"
"2014년 11월 17일","39,750","39,100","39,800","39,000","438.36K","1.15%"
"2014년 11월 16일","39,300","39,300","39,300","39,300","-","0.00%"
"2014년 11월 14일","39,300","40,500","40,500","39,000","1.10M","-3.20%"
"2014년 11월 13일","40,600","40,650","40,750","40,000","330.52K","0.12%"
"2014년 11월 12일","40,550","40,500","41,250","40,400","525.61K","0.37%"
"2014년 11월 11일","40,400","40,400","40,600","40,150","606.43K","0.50%"
"2014년 11월 10일","40,200","40,800","40,900","40,150","696.90K","-0.86%"
"2014년 11월 07일","40,550","41,000","41,450","40,500","678.37K","-2.52%"
"2014년 11월 06일","41,600","41,700","41,800","41,150","565.12K","-0.24%"
"2014년 11월 05일","41,700","41,700","42,350","41,450","1.11M","1.09%"
"2014년 11월 04일","41,250","41,200","42,200","41,000","1.09M","-1.32%"
"2014년 11월 03일","41,800","41,300","42,450","41,300","668.09K","-0.48%"
"2014년 11월 02일","42,000","42,000","42,000","42,000","-","0.00%"
"2014년 10월 31일","42,000","42,800","42,800","41,600","1.19M","-2.33%"
"2014년 10월 30일","43,000","42,300","43,250","41,550","1.50M","1.53%"
"2014년 10월 29일","42,350","41,100","42,350","41,100","2.13M","2.92%"
"2014년 10월 28일","41,150","41,350","41,400","40,850","1.00M","0.24%"
"2014년 10월 27일","41,050","40,400","41,650","40,000","2.12M","4.19%"
"2014년 10월 26일","39,400","39,400","39,400","39,400","-","0.00%"
"2014년 10월 24일","39,400","39,100","39,750","38,800","908.31K","0.77%"
"2014년 10월 23일","39,100","38,750","39,700","38,450","1.69M","1.56%"
"2014년 10월 22일","38,500","37,750","38,500","37,250","753.01K","3.22%"
"2014년 10월 21일","37,300","37,950","38,450","36,850","1.24M","-3.12%"
"2014년 10월 20일","38,500","38,150","38,500","37,950","451.27K","1.85%"
"2014년 10월 17일","37,800","38,500","38,500","37,350","811.33K","-0.26%"
"2014년 10월 16일","37,900","37,950","38,450","37,450","826.84K","-1.04%"
"2014년 10월 15일","38,300","38,300","38,500","37,750","916.74K","1.06%"
"2014년 10월 14일","37,900","38,500","38,500","37,450","631.05K","-0.66%"
"2014년 10월 13일","38,150","38,300","38,300","37,650","698.44K","-0.52%"
"2014년 10월 12일","38,350","38,350","38,350","38,350","-","0.00%"
"2014년 10월 10일","38,350","38,650","38,650","37,700","603.05K","-0.90%"
"2014년 10월 09일","38,700","38,700","38,700","38,700","-","0.00%"
"2014년 10월 08일","38,700","38,950","39,300","38,250","997.98K","0.00%"
"2014년 10월 07일","38,700","38,400","38,950","38,100","904.46K","1.84%"
"2014년 10월 06일","38,000","38,150","38,200","37,600","522.53K","0.93%"
"2014년 10월 02일","37,650","37,150","37,850","37,000","1.18M","0.13%"
"2014년 10월 01일","37,600","39,300","39,300","37,200","979.17K","-2.46%"
"2014년 09월 30일","38,550","39,150","39,200","38,300","944.67K","-1.66%"
"2014년 09월 29일","39,200","38,600","39,250","38,200","1.05M","2.08%"
"2014년 09월 26일","38,400","39,600","39,700","38,100","1.73M","-4.24%"
"2014년 09월 25일","40,100","40,500","40,500","39,600","1.02M","-0.62%"
"2014년 09월 24일","40,350","39,900","40,550","39,650","941.70K","0.88%"
"2014년 09월 23일","40,000","39,500","40,150","39,500","737.35K","0.88%"
"2014년 09월 22일","39,650","40,100","40,100","39,300","463.76K","-0.38%"
"2014년 09월 21일","39,800","39,800","39,800","39,800","-","0.00%"
"2014년 09월 19일","39,800","40,200","40,350","39,800","830.23K","0.00%"
"2014년 09월 18일","39,800","40,350","40,400","39,800","767.44K","-0.50%"
"2014년 09월 17일","40,000","39,200","40,000","39,150","1.28M","1.78%"
"2014년 09월 16일","39,300","39,000","39,700","38,950","1.09M","0.77%"
"2014년 09월 15일","39,000","39,950","39,950","38,800","3.24M","-5.22%"
"2014년 09월 14일","41,150","41,150","41,150","41,150","-","0.00%"
"2014년 09월 12일","41,150","41,150","41,400","40,850","575.42K","0.61%"
"2014년 09월 11일","40,900","42,100","42,100","40,900","1.51M","-2.15%"
"2014년 09월 10일","41,800","41,800","41,800","41,800","-","0.00%"
"2014년 09월 05일","41,800","42,000","42,250","41,250","975.24K","-1.88%"
"2014년 09월 04일","42,600","43,250","43,400","42,300","1.01M","-0.93%"
"2014년 09월 03일","43,000","42,200","43,000","42,100","1.43M","2.02%"
"2014년 09월 02일","42,150","41,700","42,350","41,300","944.44K","1.44%"
"2014년 09월 01일","41,550","41,750","41,750","41,050","389.97K","0.00%"
"2014년 08월 31일","41,550","41,550","41,550","41,550","-","0.00%"
"2014년 08월 29일","41,550","41,150","41,600","40,450","1.16M","0.24%"
"2014년 08월 28일","41,450","42,300","42,800","41,250","1.19M","-1.31%"
"2014년 08월 27일","42,000","41,000","42,050","41,000","1.40M","2.19%"
"2014년 08월 26일","41,100","40,350","41,150","40,150","1.67M","3.01%"
"2014년 08월 25일","39,900","40,100","40,500","39,400","547.95K","-0.25%"
"2014년 08월 22일","40,000","39,750","40,300","39,600","908.56K","1.65%"
"2014년 08월 21일","39,350","41,000","41,100","39,000","1.49M","-4.26%"
"2014년 08월 20일","41,100","41,100","41,200","40,950","847.09K","0.12%"
"2014년 08월 19일","41,050","40,950","41,200","40,750","1.12M","0.74%"
"2014년 08월 18일","40,750","41,000","41,100","40,600","780.66K","-0.24%"
"2014년 08월 17일","40,850","40,850","40,850","40,850","-","0.00%"
"2014년 08월 14일","40,850","40,550","40,900","40,300","804.56K","0.25%"
"2014년 08월 13일","40,750","40,950","41,000","40,300","808.90K","-0.49%"
"2014년 08월 12일","40,950","41,000","41,100","40,550","1.10M","0.61%"
"2014년 08월 11일","40,700","41,300","41,300","40,350","985.05K","-0.49%"
"2014년 08월 10일","40,900","40,900","40,900","40,900","-","0.00%"
"2014년 08월 08일","40,900","41,050","41,500","40,300","1.54M","-0.37%"
"2014년 08월 07일","41,050","40,800","41,200","40,700","1.21M","0.61%"
"2014년 08월 06일","40,800","40,100","41,200","40,100","1.45M","1.75%"
"2014년 08월 05일","40,100","40,100","40,800","39,350","1.37M","0.25%"
"2014년 08월 04일","40,000","40,350","40,500","39,150","987.79K","-0.50%"
"2014년 08월 03일","40,200","40,200","40,200","40,200","-","0.00%"
"2014년 08월 01일","40,200","40,000","40,600","39,700","1.77M","0.00%"
"2014년 07월 31일","40,200","40,050","41,000","40,000","2.55M","0.75%"
"2014년 07월 30일","39,900","40,000","40,500","39,800","2.87M","0.76%"
"2014년 07월 29일","39,600","38,800","39,950","38,750","3.89M","2.59%"
"2014년 07월 28일","38,600","37,000","38,800","36,900","3.43M","5.03%"
"2014년 07월 27일","36,750","36,750","36,750","36,750","-","0.00%"
"2014년 07월 25일","36,750","36,550","36,900","36,500","931.70K","0.96%"
"2014년 07월 24일","36,400","36,800","36,850","36,250","774.38K","-1.09%"
"2014년 07월 23일","36,800","36,400","36,850","36,350","1.37M","1.80%"
"2014년 07월 22일","36,150","35,800","36,200","35,750","522.84K","0.56%"
"2014년 07월 21일","35,950","36,100","36,150","35,550","751.16K","0.14%"
"2014년 07월 20일","35,900","35,900","35,900","35,900","-","0.00%"
"2014년 07월 18일","35,900","35,950","36,150","35,650","569.58K","-0.97%"
"2014년 07월 17일","36,250","36,000","36,450","35,800","1.23M","1.54%"
"2014년 07월 16일","35,700","35,900","36,050","35,600","839.48K","0.14%"
"2014년 07월 15일","35,650","35,300","35,700","35,200","1.06M","1.71%"
"2014년 07월 14일","35,050","35,450","35,500","35,000","620.40K","-1.13%"
"2014년 07월 13일","35,450","35,450","35,450","35,450","-","0.00%"
"2014년 07월 11일","35,450","35,400","35,450","35,000","664.40K","-0.70%"
"2014년 07월 10일","35,700","36,050","36,100","35,650","617.49K","-0.42%"
"2014년 07월 09일","35,850","35,700","35,900","35,350","1.40M","1.27%"
"2014년 07월 08일","35,400","35,200","35,550","34,850","818.68K","0.57%"
"2014년 07월 07일","35,200","34,750","35,550","34,750","1.20M","1.59%"
"2014년 07월 06일","34,650","34,650","34,650","34,650","-","0.00%"
"2014년 07월 04일","34,650","34,950","35,000","34,600","527.07K","0.00%"
"2014년 07월 03일","34,650","35,000","35,100","34,600","630.58K","-0.57%"
"2014년 07월 02일","34,850","35,000","35,100","34,800","580.31K","0.00%"
"2014년 07월 01일","34,850","35,000","35,150","34,600","759.67K","-0.99%"
"2014년 06월 30일","35,200","35,150","35,350","34,950","748.56K","-0.71%"
"2014년 06월 29일","35,450","35,450","35,450","35,450","-","0.00%"
"2014년 06월 27일","35,450","35,250","35,450","35,100","796.25K","1.00%"
"2014년 06월 26일","35,100","35,050","35,250","34,850","773.75K","0.72%"
"2014년 06월 25일","34,850","35,150","35,250","34,850","565.11K","-0.99%"
"2014년 06월 24일","35,200","34,350","35,400","34,350","1.10M","2.33%"
"2014년 06월 23일","34,400","34,400","34,650","34,300","671.47K","0.58%"
"2014년 06월 20일","34,200","34,750","35,100","34,150","1.05M","-1.44%"
"2014년 06월 19일","34,700","34,650","34,950","34,550","669.19K","0.58%"
"2014년 06월 18일","34,500","34,450","34,600","34,300","624.37K","-0.29%"
"2014년 06월 17일","34,600","34,800","35,050","34,550","1.09M","-1.14%"
"2014년 06월 16일","35,000","34,900","35,100","34,550","798.90K","-0.28%"
"2014년 06월 15일","35,100","35,100","35,100","35,100","-","0.00%"
"2014년 06월 13일","35,100","35,750","35,750","35,050","791.32K","-1.96%"
"2014년 06월 12일","35,800","35,850","36,100","35,250","1.58M","0.85%"
